231,231,31.0121530124
497,497,97.0102951625
122,122,121.891408698
421,421,20.9994950255
165,165,164.961046592
700,700,99.9551100745
737,737,136.979013076
812,812,11.9979981166
947,947,146.956528306
725,725,124.954995444
523,523,122.816074955
710,710,110.058144077
445,445,44.9961974246
916,916,116.154479766
50,50,50.026724498
162,162,162.100913055
785,785,184.879382356
379,379,178.944875675
889,889,88.9835879648
839,839,39.0009608436
701,701,100.988989991
790,790,189.940667548
133,133,133.009212944
645,645,45.0075253692
670,670,69.9872964074
758,758,157.960545576
982,982,181.956629386
572,572,171.957777831
129,129,129.104846266
668,668,68.0146410429
597,597,196.939335305
647,647,46.9905816257
190,190,189.836267482
900,900,99.9978917712
747,747,147.081572092
806,806,5.99976698095
501,501,101.005135627
261,261,61.0622060294
172,172,171.995267469
729,729,128.983124569
835,835,34.9931483409
419,419,19.0094444704
478,478,77.9973430104
314,314,113.884131728
310,310,109.977734721
420,420,20.0016921235
283,283,82.9695367211
581,581,181.007591406
485,485,84.9807611478
862,862,61.9133302055
522,522,121.955612226
184,184,183.957359241
715,715,115.057008334
281,281,80.9388395739
585,585,184.832146258
215,215,14.9876976488
513,513,113.039404559
863,863,62.9979711367
66,66,65.9851589446
740,740,139.901087765
828,828,27.9945667174
546,546,146.017949641
29,29,28.9985472754
756,756,155.920685805
158,158,158.168895355
346,346,146.086331746
973,973,172.889411266
932,932,132.000505779
773,773,172.925476683
602,602,2.00079351789
854,854,54.0062791629
564,564,164.034827819
502,502,102.071005212
301,301,100.904440321
120,120,120.017786956
1,1,1.00062498555
428,428,28.0087509843
866,866,66.031178178
384,384,184.004029494
476,476,76.0400715171
776,776,176.056954455
374,374,173.884262131
944,944,143.979221531
323,323,122.989828365
984,984,184.114771755
103,103,103.023753899
696,696,95.9458167826
487,487,86.9905474633
781,781,180.962392973
580,580,180.106592116
909,909,109.064954272
35,35,34.9655650175
644,644,44.007914446
524,524,124.093542224
167,167,166.988535757
15,15,14.9955143149
769,769,168.940019414
200,200,0.0
871,871,70.993123395
493,493,93.0576639916
527,527,126.988469607
191,191,190.952885359
228,228,28.0043454789
544,544,143.963237266
160,160,160.041749272
571,571,171.083900473
252,252,51.9943828482
99,99,99.1115749431
168,168,168.148635636
40,40,40.0024973847
437,437,36.987760169
347,347,146.861255438
294,294,94.1074761657
560,560,159.956182469
392,392,191.985468553
719,719,119.017616042
555,555,155.069322351
784,784,183.992603411
957,957,157.125612017
961,961,160.925520392
307,307,106.967219736
116,116,115.959060748
63,63,62.995909092
845,845,44.9644082553
304,304,103.988130095
447,447,47.0215974437
70,70,69.9240477429
177,177,176.871144087
279,279,78.961440985
74,74,74.0752893688
826,826,26.017905706
650,650,49.9950160964
779,779,179.020038882
451,451,50.9915136623
583,583,183.090639183
308,308,107.976071999
139,139,139.017896594
568,568,167.942110598
880,880,79.9692288318
891,891,91.045014951
742,742,141.950124329
620,620,20.0153247221
946,946,145.924467328
225,225,25.0131468447
361,361,160.80636103
686,686,85.9830557637
137,137,137.085304771
410,410,9.994785251
987,987,187.131034394
949,949,149.024804959
966,966,166.021679551
999,999,198.865249861
511,511,110.934348438
609,609,8.99996741011
937,937,136.976087671
965,965,164.947765791
322,322,122.049334319
338,338,137.971773557
632,632,31.9814036026
931,931,131.042216605
898,898,97.9676415997
489,489,89.0080937415
930,930,129.992342859
467,467,67.0174216095
465,465,65.0600232258
290,290,89.9521114503
348,348,148.033482676
943,943,143.138878866
208,208,8.00052552375
251,251,50.9825806104
517,517,117.025904783
454,454,54.0020271498
754,754,153.999799558
38,38,38.0059752504
749,749,148.888917073
850,850,50.0175188992
270,270,70.0164824422
131,131,130.932075863
340,340,140.117673434
100,100,100.029995696
325,325,125.000220205
468,468,68.0094062488
104,104,104.038604852
841,841,41.017699825
341,341,141.0510981
621,621,20.9831271803
817,817,16.9935852908
888,888,87.9822115101
376,376,176.058991365
149,149,149.075980785
638,638,37.9829931909
33,33,32.9824171883
657,657,57.017225092
416,416,15.9998140437
692,692,92.0611404181
750,750,150.035018608
138,138,137.96675241
625,625,24.9971599105
442,442,42.0107517305
62,62,62.0220220328
432,432,31.9836221804
441,441,41.0243485028
498,498,98.0875575749
242,242,41.9539650993
794,794,193.924823432
594,594,194.141491561
682,682,81.9902191463
537,537,136.934231626
775,775,174.930075104
26,26,26.0053885576
393,393,193.055631382
953,953,152.963599452
635,635,34.9707681055
199,199,199.079331589
911,911,111.037379973
687,687,86.9008845028
313,313,113.101491459
978,978,178.052848113
220,220,19.9889597871
945,945,145.004581415
745,745,145.064130134
654,654,53.9618475623
405,405,5.00055194245
124,124,124.032294195
616,616,16.0075297223
88,88,87.8951801382
166,166,165.930078085
685,685,84.9818535979
475,475,75.0073212785
752,752,152.033663382
912,912,111.99084609
463,463,63.0377823955
274,274,74.0154512538
810,810,9.99705097096
780,780,179.895476533
563,563,162.955491189
535,535,134.943172788
58,58,58.0297413023
224,224,24.0134618391
892,892,92.0180700144
711,711,111.042639463
985,985,184.920334377
852,852,52.0039358083
586,586,186.00845685
336,336,135.972329536
254,254,54.0116935873
939,939,138.96615004
656,656,56.0043519117
112,112,112.034129111
75,75,75.0078678724
326,326,126.095908277
548,548,148.095605893
921,921,121.057270729
271,271,71.08108765
536,536,135.894571685
39,39,39.0276230053
595,595,194.821006145
461,461,60.9821287899
614,614,13.9888156441
183,183,183.081434124
324,324,124.059864529
481,481,80.9938092194
681,681,81.0405646473
766,766,166.044824831
482,482,82.0405937488
164,164,164.057283884
897,897,97.0047782589
893,893,93.0810675
979,979,179.086239461
963,963,162.965314904
61,61,61.0130561004
834,834,33.9943516842
386,386,186.065686212
45,45,44.9831041654
233,233,33.0101540196
115,115,115.046278905
751,751,151.012379984
905,905,104.966958041
185,185,184.884818033
86,86,85.9567979428
431,431,31.0169594409
297,297,96.9363778748
373,373,173.068157789
37,37,37.0005146731
234,234,34.0025663252
660,660,60.0155333133
174,174,174.00952182
699,699,98.9627499885
706,706,105.957087884
856,856,56.0205065827
210,210,10.0039563048
153,153,153.168480347
67,67,66.9533472772
791,791,191.100211193
969,969,169.06788564
466,466,65.9689876905
161,161,160.950217243
14,14,14.0047916727
247,247,46.9798580105
426,426,25.9970930738
449,449,49.0282916748
448,448,47.9730324853
0,0,0.0
653,653,53.0026381189
868,868,67.9853723692
397,397,196.910311045
875,875,75.0421697742
195,195,195.02034888
198,198,197.972965956
567,567,166.946833767
41,41,41.0014026378
734,734,133.994663342
510,510,109.93234372
285,285,84.9200647654
971,971,171.043195655
411,411,10.9976281126
46,46,46.0200823282
587,587,187.04880201
171,171,171.051353937
328,328,127.938760492
762,762,161.987248859
140,140,140.004190629
970,970,170.094547922
894,894,94.0128059646
901,901,101.05148371
