38,37999.0825218
329,328992.724382
39,39001.1262
25,24999.8273766
139,138994.180132
292,291993.280451
315,314993.177409
310,309981.535367
92,91993.6834897
103,102996.652183
155,154999.230709
138,137998.290998
161,160997.198067
26,26000.5632887
130,129999.505716
289,288997.000657
313,312994.580031
134,133987.570399
188,187979.957283
324,324009.313711
87,86999.0047777
285,285002.286998
67,67000.103375
283,282999.01356
5,4999.76388019
247,246996.915462
240,239994.552641
150,150005.332689
124,123998.460587
279,279016.43603
227,227014.673799
245,244984.52694
17,17000.5099067
160,159981.912088
41,41001.8592698
168,167990.874284
40,39998.9511515
297,296984.901697
79,78995.8788957
257,256995.964242
133,132994.97203
56,56001.470327
143,142991.64983
147,147000.586318
69,68997.6038006
180,179995.372765
228,227999.809899
135,134995.234696
284,283998.03455
92,91990.9374783
309,308995.600426
94,93997.8780538
93,93000.6185797
129,129001.180196
208,207997.104133
31,31000.9660905
211,211009.061199
241,241003.608328
118,118003.048756
164,163992.664573
112,112011.099069
263,263006.786557
322,322021.513926
96,96003.2355136
237,237009.900853
319,318998.935937
179,179018.045535
251,250977.662408
265,264987.868185
53,53001.7207026
100,99997.4969548
162,161993.968119
288,288007.664245
109,108998.431082
224,224009.044571
150,149998.794326
207,206989.724302
221,220999.794432
10,10000.2405524
293,292994.724102
81,80995.7679953
68,67996.6740292
187,187015.953839
136,136002.361423
18,17999.4931895
31,30999.2711202
273,272991.901102
55,54999.669612
332,331996.44961
102,101990.454914
211,211001.207307
151,151020.002172
14,13999.8191522
8,8000.11483451
327,327009.131478
276,276012.344434
75,75007.0724735
16,15999.4395224
165,164996.810467
203,202998.200071
114,113998.39583
235,235006.208007
17,16999.7664409
157,157012.869471
166,165994.378951
270,269989.795732
272,271984.272454
176,175997.644396
330,330007.897097
315,315007.162196
74,73996.5522983
12,12000.5292281
47,46996.6887552
234,233994.590047
260,260001.98766
29,29002.3539011
46,46001.9385912
190,190014.710382
201,201000.886064
251,250982.912166
99,98993.6164591
100,100003.838565
321,321008.335663
318,317986.974099
50,49998.6396024
186,185997.319076
4,4000.05255048
160,159988.113002
38,38001.3987312
280,280006.940159
332,332004.767641
230,229994.267915
245,244992.231341
63,62995.5528008
163,162995.46516
44,44004.5468919
153,153017.105653
20,19999.6694987
22,21999.9017022
246,246002.088831
103,102995.614995
185,185006.372113
112,112000.31914
197,197001.471348
241,240980.91445
9,9000.13208311
236,235981.367734
253,253000.686807
277,277009.099843
125,125002.430973
53,52999.0651089
199,198991.272257
57,56995.3205857
114,113997.914219
72,72000.6171062
306,305990.744498
213,212982.533029
177,177011.539051
57,56996.3370943
75,75002.8820139
177,177003.418407
190,190014.202852
275,275014.433235
131,131002.33281
6,5999.90988287
172,172013.334341
305,304996.989166
169,168984.596244
128,128000.937209
9,8999.85796265
250,249990.948968
32,32000.9563566
167,166994.47104
188,187999.710856
140,140008.212777
143,142997.930544
139,138997.383277
21,21000.6738661
37,36999.0868744
91,90996.1616102
3,3000.15318664
123,122996.853071
242,242011.727073
322,321992.107447
206,206000.047602
85,85001.315169
34,34001.3744965
210,209999.198749
220,219989.212201
17,17000.589183
225,224989.653003
304,303996.01788
220,219995.429612
323,323024.323684
234,234006.753081
222,221981.766803
295,294991.502326
240,239981.278191
248,248005.268557
296,295992.7309
236,235991.146079
32,31998.2954402
247,247002.977267
86,86001.075884
58,58000.1023779
77,77002.2007214
309,309002.924918
80,80000.8340469
186,185998.756664
123,123001.848286
5,4999.69352353
208,207989.054198
296,295996.248586
222,221994.878456
301,301014.531278
227,227016.106605
66,65997.0609178
213,212978.786197
285,284997.043038
237,237007.608052
18,17998.4627676
50,50000.4243496
21,20998.8704123
143,142993.059745
214,213983.904507
63,62997.5839341
272,271989.257914
306,306021.963581
1,999.977301085
130,130000.409711
162,162006.439596
95,94999.0631725
1,1000.00903042
111,110999.67543
179,178989.801071
194,194010.611529
9,8999.92145058
267,266994.642966
33,32997.5486599
332,332011.965566
329,329021.66449
48,48000.6442855
62,62005.2745457
11,11000.7439905
139,139005.076497
244,243999.529421
259,259001.368631
303,302990.561661
267,267005.756324
205,205004.920838
146,145976.563684
24,23998.5084231
76,76002.2942519
192,191984.901868
106,105998.533788
253,252998.157393
265,264997.119656
311,310964.082999
64,63999.3705862
261,260982.414809
269,268992.565187
157,156999.822827
316,315997.779514
322,322008.051422
171,171003.409815
93,92998.5846102
154,153987.189875
324,323970.556821
282,282002.309408
302,302004.182518
291,290998.480582
46,45999.6046805
239,238989.481546
77,76997.9419534
23,22998.6499611
174,173996.669702
272,272000.891806
261,260989.288381
128,127998.728928
43,43000.5012355
20,19999.4108378
214,213998.582657
148,147999.917469
33,33002.2589351
142,142014.976757
104,103998.399466
283,282996.57253
330,329973.050034
275,275012.617936
23,23001.9274716
244,243996.477815
71,70998.0856159
211,211015.633727
148,148003.41642
95,95000.1920928
327,327007.412237
312,311969.019012
99,98989.2994034
331,330999.671904
302,301972.514446
181,181005.531795
12,11999.1194184
66,65996.4556454
271,270998.446777
26,26002.4471846
73,72994.1414969
269,269005.344048
291,291038.207734
183,182998.133039
300,299982.812581
73,73004.9361195
232,232008.054875
101,101008.054917
93,93007.457581
74,74008.160363
239,239014.600258
90,89998.5237318
83,83003.2868336
229,229005.020392
97,97004.5983282
76,75999.8518937
309,308989.512003
243,242995.830896
56,56001.5746456
152,152010.224356
200,199988.069495
85,85002.662557
328,328012.11675
145,145002.140423
142,141997.892791
238,237992.187838
182,181981.315646
105,105001.418431
226,225984.579574
83,82998.2464525
184,183993.830075
205,204995.454678
149,148999.174363
181,180999.093181
225,224997.101551
180,180013.660279
60,60001.5794474
198,197993.652021
300,300010.447788
314,313993.154167
307,307030.046058
183,182997.709753
23,23000.5116595
6,5999.83872465
221,221003.471348
19,18999.5552372
36,35999.3107998
132,131985.499006
102,102007.723849
78,77996.2456882
46,46001.0733147
308,308017.312514
281,280991.947658
276,275994.220988
115,114995.963414
256,256003.010014
193,193011.732587
160,160004.980618
25,24999.9267017
264,263998.906414
167,167004.6533
290,290007.023248
25,25000.5603558
303,303033.518993
149,148998.400845
13,12999.319349
220,219986.125225
261,261003.152211
270,269980.250253
89,88993.947785
321,320986.413314
83,82996.9526941
176,175998.550982
185,185003.992575
294,294026.656101
132,132011.057192
168,168000.538948
173,172995.087856
174,173997.404434
62,61996.4982743
234,234010.621928
22,22001.0570267
310,309991.447965
262,262001.14524
166,165986.609419
136,136011.016287
64,63996.6657893
0,0.0
201,201000.265204
132,132006.877793
15,14998.3794167
118,118006.76225
218,218002.448404
287,286992.007277
128,127993.647634
188,188019.580291
170,169989.585984
268,267992.06047
84,83995.487102
278,277993.430634
113,113000.660541
217,216994.309276
90,90001.0441876
169,168991.027892
84,84003.1344939
193,192987.268242
286,286016.938387
184,183990.078701
70,69994.4867815
73,72997.2230876
0,0.0
129,129009.134435
84,83993.0545359
247,247000.821196
197,197007.497791
268,268000.274717
110,109996.376692
203,202991.492677
30,30000.5119405
122,121987.104106
13,12999.4390143
300,300005.229677
58,58004.1455574
246,245993.274143
154,154000.023201
274,273990.204469
282,282008.828963
22,21999.3518217
266,265978.170775
177,177006.366637
108,107998.692336
189,188993.388556
243,242994.840261
333,332970.300461
333,332992.999541
331,331019.097173
133,132992.585706
215,215015.637635
116,115999.428123
196,195994.461786
190,189989.926125
54,54004.6807537
323,323020.870061
98,97990.1815439
165,165013.791388
45,45003.6868936
251,251003.190968
113,113003.592032
30,29999.8432416
110,110004.492884
140,139996.690884
288,288022.390725
159,159002.310797
284,284000.347918
265,264997.356994
67,66998.5269042
29,29001.5231817
273,273026.429385
292,291976.360959
106,105999.033639
141,140988.286849
27,26999.0536631
324,324039.50039
320,320017.36609
138,138002.898015
120,120001.33805
158,157997.01706
252,251982.599044
152,151993.32707
119,119009.075821
226,226010.762915
110,109996.236525
60,59998.6138902
170,169990.740817
259,259017.155429
5,5000.1567288
210,210001.574691
326,325995.483953
281,280987.786753
199,198998.51842
294,294017.314399
191,191001.528233
10,9999.31912135
133,132998.141102
85,85000.6377709
70,70003.1112528
34,34001.6849849
256,256026.183913
189,189010.807293
7,7000.1263983
290,289990.296462
232,231987.176003
86,85997.8405682
154,153997.283255
224,223980.306109
198,197991.229495
179,178992.427772
96,95999.4039124
33,32998.4083156
320,319989.138542
100,100007.881703
120,120009.552864
266,265992.315012
225,225002.980841
201,201001.476161
68,67998.7724968
317,317001.68359
68,68000.1598323
82,81996.0476446
57,57001.7805571
316,316004.858042
141,141002.446023
236,235987.943031
117,116994.206923
178,177985.542579
181,180995.262381
72,72003.1271404
42,42001.9370972
91,90999.6809818
63,63004.3226716
223,223006.148036
233,233006.077318
321,321004.576507
69,69004.5853841
297,296989.702181
48,48002.2691168
222,222001.041836
4,3999.98196353
271,271021.653116
120,119998.002951
229,228996.228405
58,58002.3479903
317,316981.819782
182,182019.176394
124,124002.496255
210,210010.730853
250,250009.68875
229,229005.48292
40,40000.1878418
316,315978.573262
89,89004.3069557
156,156007.612069
52,51997.2760743
71,70999.6796711
54,53999.4478917
284,284026.633473
97,96991.9449111
79,79011.6721242
278,278002.24997
200,199977.271769
318,317982.097361
51,50998.6553035
88,88000.0206367
223,223011.279598
197,196990.984127
307,306980.203812
148,148002.243185
263,263023.56319
293,293009.463056
327,327018.208332
286,286006.77495
326,325969.153087
212,211990.956493
298,297967.18146
182,181988.258324
158,158002.498804
305,305013.713478
155,154997.700123
263,262980.701467
8,8000.28531542
230,229977.511672
98,97996.7440052
88,87992.5067266
52,52002.4473275
287,286995.605589
96,95997.2692234
308,307985.426329
144,144000.534427
116,116005.710611
249,249010.585976
198,197992.214908
150,149996.581504
208,208011.022076
